title,author,year,ee
journals/tvcg/YoungAE07,Demand Characteristics in Assessing Motion Sickness in a Virtual Environment: Or Does Taking a Motion Sickness Questionnaire Make You Sick?,Sean D. Young::Bernard D. Adelstein::Stephen R. Ellis,2007,https://doi.org/10.1109/TVCG.2007.1029::http://doi.ieeecomputersociety.org/10.1109/TVCG.2007.1029
journals/tvcg/GomezJCGL17,Fauxvea: Crowdsourcing Gaze Location Estimates for Visualization Analysis Tasks.,Steven R. Gomez::Radu Jianu::Ryan P. Cabeen::Hua Guo::David H. Laidlaw,2017,https://doi.org/10.1109/TVCG.2016.2532331::http://doi.ieeecomputersociety.org/10.1109/TVCG.2016.2532331::https://www.wikidata.org/entity/Q39968606
journals/tvcg/RamachandraHZN11,Spatioangular Prefiltering for Multiview 3D Displays.,Vikas Ramachandra::Keigo Hirakawa::Matthias Zwicker::Truong Q. Nguyen,2011,https://doi.org/10.1109/TVCG.2010.86::http://doi.ieeecomputersociety.org/10.1109/TVCG.2010.86::https://www.wikidata.org/entity/Q84370084
journals/tvcg/HofmannFMC12,Graphical Tests for Power Comparison of Competing Designs.,Heike Hofmann::Lendie Follett::Mahbubul Majumder::Dianne Cook,2012,https://doi.org/10.1109/TVCG.2012.230::http://doi.ieeecomputersociety.org/10.1109/TVCG.2012.230::https://www.wikidata.org/entity/Q40553276
journals/tvcg/IsenbergFPMIC12,Co-Located Collaborative Visual Analytics around a Tabletop Display.,Petra Isenberg::Danyel Fisher::Sharoda A. Paul::Meredith Ringel Morris::Kori Inkpen::Mary Czerwinski,2012,https://doi.org/10.1109/TVCG.2011.287::http://doi.ieeecomputersociety.org/10.1109/TVCG.2011.287::https://www.wikidata.org/entity/Q39677180
journals/tvcg/ChoiCQHPJ14,Vivaldi: A Domain-Specific Language for Volume Processing and Visualization on Distributed Heterogeneous Systems.,Hyungsuk Choi::Woohyuk Choi::Tran Minh Quan::David G. C. Hildebrand::Hanspeter Pfister::Won-Ki Jeong,2014,https://doi.org/10.1109/TVCG.2014.2346322::http://doi.ieeecomputersociety.org/10.1109/TVCG.2014.2346322::https://www.wikidata.org/entity/Q35769468
journals/tvcg/Deng0PJZD23,Sketch2PQ: Freeform Planar Quadrilateral Mesh Design via a Single Sketch.,Zhi Deng::Yang Liu 0014::Hao Pan 0001::Wassim Jabi::Juyong Zhang::Bailin Deng,2023,https://doi.org/10.1109/TVCG.2022.3170853
journals/tvcg/RenZLX24,Eye-Hand Typing: Eye Gaze Assisted Finger Typing via Bayesian Processes in AR.,Yunlei Ren::Yan Zhang::Zhitao Liu::Ning Xie 0003,2024,https://doi.org/10.1109/TVCG.2024.3372106
journals/tvcg/GuoJGDZC19,Visual Progression Analysis of Event Sequence Data.,Shunan Guo::Zhuochen Jin::David Gotz::Fan Du::Hongyuan Zha::Nan Cao 0001,2019,https://doi.org/10.1109/TVCG.2018.2864885::http://doi.ieeecomputersociety.org/10.1109/TVCG.2018.2864885::https://www.wikidata.org/entity/Q91099161
journals/tvcg/BronsteinBK07,Calculus of Nonrigid Surfaces for Geometry and Texture Manipulation.,Alexander M. Bronstein::Michael M. Bronstein::Ron Kimmel,2007,https://doi.org/10.1109/TVCG.2007.1041::http://doi.ieeecomputersociety.org/10.1109/TVCG.2007.1041::https://www.wikidata.org/entity/Q38461818
journals/tvcg/FanLS23,Redirected Walking for Exploring Immersive Virtual Spaces With HMD: A Comprehensive Review and Recent Advances.,Linwei Fan::Huiyu Li::Miaowen Shi,2023,https://doi.org/10.1109/TVCG.2022.3179269
journals/tvcg/SlingsbyDW11,Exploring Uncertainty in Geodemographics with Interactive Graphics.,Aidan Slingsby::Jason Dykes::Jo Wood,2011,https://doi.org/10.1109/TVCG.2011.197::http://doi.ieeecomputersociety.org/10.1109/TVCG.2011.197::https://www.wikidata.org/entity/Q82241711
journals/tvcg/EtzmussGS03,Deriving a Particle System from Continuum Mechanics for the Animation of Deformable Objects.,Olaf Etzmuß::Joachim Gross::Wolfgang Straßer,2003,https://doi.org/10.1109/TVCG.2003.1260747::http://doi.ieeecomputersociety.org/10.1109/TVCG.2003.1260747
journals/tvcg/LinLLKWXW22,SEG-MAT: 3D Shape Segmentation Using Medial Axis Transform.,Cheng Lin::Lingjie Liu::Changjian Li 0001::Leif Kobbelt::Bin Wang 0021::Shiqing Xin::Wenping Wang,2022,https://doi.org/10.1109/TVCG.2020.3032566::https://www.wikidata.org/entity/Q100739575
journals/tvcg/YoonLK12,Video Painting Based on a Stabilized Time-Varying Flow Field.,Jong-Chul Yoon::In-Kwon Lee::Henry Kang,2012,https://doi.org/10.1109/TVCG.2011.47::http://doi.ieeecomputersociety.org/10.1109/TVCG.2011.47::https://www.wikidata.org/entity/Q38440020
journals/tvcg/SchneiderR17,A Versatile and Efficient GPU Data Structure for Spatial Indexing.,Jens Schneider 0002::Peter Rautek,2017,https://doi.org/10.1109/TVCG.2016.2599043::http://doi.ieeecomputersociety.org/10.1109/TVCG.2016.2599043::https://www.wikidata.org/entity/Q31144112
journals/tvcg/SunHCWZYPQ20,PlanningVis: A Visual Analytics Approach to Production Planning in Smart Factories.,Dong Sun 0001::Renfei Huang::Yuanzhe Chen::Yong Wang 0021::Jia Zeng::Mingxuan Yuan::Ting-Chuen Pong::Huamin Qu,2020,https://doi.org/10.1109/TVCG.2019.2934275::https://www.wikidata.org/entity/Q92695281
journals/tvcg/HuHBPFK23,Heterogeneous Crowd Simulation Using Parametric Reinforcement Learning.,Kaidong Hu::M. Brandon Haworth::Glen Berseth::Vladimir Pavlovic 0001::Petros Faloutsos::Mubbasir Kapadia,2023,https://doi.org/10.1109/TVCG.2021.3139031::https://www.wikidata.org/entity/Q114372780
journals/tvcg/SkrabaRWCBP16,Critical Point Cancellation in 3D Vector Fields: Robustness and Discussion.,Primoz Skraba::Paul Rosen 0001::Bei Wang 0001::Guoning Chen::Harsh Bhatia::Valerio Pascucci,2016,https://doi.org/10.1109/TVCG.2016.2534538::http://doi.ieeecomputersociety.org/10.1109/TVCG.2016.2534538::https://www.wikidata.org/entity/Q50696578
journals/tvcg/JonesSB13,Peripheral Stimulation and its Effect on Perceived Spatial Scale in Virtual Environments.,J. Adam Jones::J. Edward Swan II::Mark T. Bolas,2013,https://doi.org/10.1109/TVCG.2013.37::http://doi.ieeecomputersociety.org/10.1109/TVCG.2013.37::https://www.wikidata.org/entity/Q50758479
journals/tvcg/PaulovichM08,HiPP: A Novel Hierarchical Point Placement Strategy and its Application to the Exploration of Document Collections.,Fernando Vieira Paulovich::Rosane Minghim,2008,https://doi.org/10.1109/TVCG.2008.138::http://doi.ieeecomputersociety.org/10.1109/TVCG.2008.138::https://www.wikidata.org/entity/Q51619214
journals/tvcg/JakobGG21,A Fluid Flow Data Set for Machine Learning and its Application to Neural Flow Map Interpolation.,Jakob Jakob::Markus H. Gross::Tobias Günther,2021,https://doi.org/10.1109/TVCG.2020.3028947::https://www.wikidata.org/entity/Q100482003
journals/tvcg/VenturaARS14,Global Localization from Monocular SLAM on a Mobile Phone.,Jonathan Ventura::Clemens Arth::Gerhard Reitmayr::Dieter Schmalstieg,2014,https://doi.org/10.1109/TVCG.2014.27::http://doi.ieeecomputersociety.org/10.1109/TVCG.2014.27::https://www.wikidata.org/entity/Q48879235
journals/tvcg/GrubertIMS18,A Survey of Calibration Methods for Optical See-Through Head-Mounted Displays.,Jens Grubert::Yuta Itoh 0001::Kenneth R. Moser::J. Edward Swan II,2018,https://doi.org/10.1109/TVCG.2017.2754257::http://doi.ieeecomputersociety.org/10.1109/TVCG.2017.2754257::https://www.wikidata.org/entity/Q48527840
journals/tvcg/ZafarYC24,Extract and Characterize Hairpin Vortices in Turbulent Flows.,Adeel Zafar::Di Yang::Guoning Chen,2024,https://doi.org/10.1109/TVCG.2023.3326603
journals/tvcg/FangTBAGRWCMC13,Visualizing Natural Image Statistics.,Hui Fang 0003::Gary Kwok-Leung Tam::Rita Borgo::Andrew J. Aubrey::Philip W. Grant::Paul L. Rosin::Christian Wallraven::Douglas W. Cunningham::A. David Marshall::Min Chen 0001,2013,https://doi.org/10.1109/TVCG.2012.312::http://doi.ieeecomputersociety.org/10.1109/TVCG.2012.312::https://www.wikidata.org/entity/Q51220014
journals/tvcg/TaoMWS13,A Unified Approach to Streamline Selection and Viewpoint Selection for 3D Flow Visualization.,Jun Tao 0002::Jun Ma 0014::Chaoli Wang 0001::Ching-Kuang Shene,2013,https://doi.org/10.1109/TVCG.2012.143::http://doi.ieeecomputersociety.org/10.1109/TVCG.2012.143::https://www.wikidata.org/entity/Q47578465
journals/tvcg/FuchsPHSM08,Parallel Vectors Criteria for Unsteady Flow Vortices.,Raphael Fuchs::Ronald Peikert::Helwig Hauser::Filip Sadlo::Philipp Muigg,2008,https://doi.org/10.1109/TVCG.2007.70633::http://doi.ieeecomputersociety.org/10.1109/TVCG.2007.70633::https://www.wikidata.org/entity/Q45762708
journals/tvcg/TalvasMDO15,Aggregate Constraints for Virtual Manipulation with Soft Fingers.,Anthony Talvas::Maud Marchal::Christian Duriez::Miguel A. Otaduy,2015,https://doi.org/10.1109/TVCG.2015.2391863::http://doi.ieeecomputersociety.org/10.1109/TVCG.2015.2391863::https://www.wikidata.org/entity/Q50856511
journals/tvcg/SongYKS14,GazeVis: Interactive 3D Gaze Visualization for Contiguous Cross-Sectional Medical Images.,Hyunjoo Song::Jihye Yun::Bo Hyoung Kim::Jinwook Seo,2014,https://doi.org/10.1109/TVCG.2013.271::http://doi.ieeecomputersociety.org/10.1109/TVCG.2013.271::https://www.wikidata.org/entity/Q40552932
journals/tvcg/SauerM17,Spatio-Temporal Feature Exploration in Combined Particle/Volume Reference Frames.,Franz Sauer::Kwan-Liu Ma,2017,https://doi.org/10.1109/TVCG.2017.2674918::http://doi.ieeecomputersociety.org/10.1109/TVCG.2017.2674918::https://www.wikidata.org/entity/Q38933792
journals/tvcg/VelinovM23,Collimated Whole Volume Light Scattering in Homogeneous Finite Media.,Zdravko Velinov::Kenny Mitchell,2023,https://doi.org/10.1109/TVCG.2021.3135764
journals/tvcg/RautenhausBSHKM18,Visualization in Meteorology - A Survey of Techniques and Tools for Data Analysis Tasks.,Marc Rautenhaus::Michael Böttinger::Stephan Siemen::Robert Hoffman::Robert M. Kirby::Mahsa Mirzargar::Niklas Röber::Rüdiger Westermann,2018,https://doi.org/10.1109/TVCG.2017.2779501::http://doi.ieeecomputersociety.org/10.1109/TVCG.2017.2779501::https://www.wikidata.org/entity/Q57107562
journals/tvcg/YuLYYLZ12,An RBF-Based Reparameterization Method for Constrained Texture Mapping.,Hongchuan Yu::Tong-Yee Lee::I-Cheng Yeh 0001::Xiaosong Yang::Wenxi Li::Jian J. Zhang 0001,2012,https://doi.org/10.1109/TVCG.2011.117::http://doi.ieeecomputersociety.org/10.1109/TVCG.2011.117::https://www.wikidata.org/entity/Q84402055
journals/tvcg/RavivE01,Interactive Direct Rendering of Trivariate B-Spline Scalar Functions.,Alon Raviv::Gershon Elber,2001,https://doi.org/10.1109/2945.928164::http://doi.ieeecomputersociety.org/10.1109/2945.928164
journals/tvcg/LvJ0MGP18,Generic Content-Based Retrieval of Marker-Based Motion Capture Data.,Na Lv::Zifei Jiang::Yan Huang 0003::Xiangxu Meng::Meenakshisundaram Gopi::Jingliang Peng,2018,https://doi.org/10.1109/TVCG.2017.2702620::http://doi.ieeecomputersociety.org/10.1109/TVCG.2017.2702620::https://www.wikidata.org/entity/Q36370767
journals/tvcg/CappersW18,"Exploring Multivariate Event Sequences Using Rules, Aggregations, and Selections.",Bram C. M. Cappers::Jarke J. van Wijk,2018,https://doi.org/10.1109/TVCG.2017.2745278::http://doi.ieeecomputersociety.org/10.1109/TVCG.2017.2745278::https://www.wikidata.org/entity/Q50230370
journals/tvcg/KimV06,Saliency-guided Enhancement for Volume Visualization.,Youngmin Kim::Amitabh Varshney,2006,https://doi.org/10.1109/TVCG.2006.174::http://doi.ieeecomputersociety.org/10.1109/TVCG.2006.174::https://www.wikidata.org/entity/Q48924223
journals/tvcg/ChoLW18,Multi-Scale 7DOF View Adjustment.,Isaac Cho::Jialei Li::Zachary Wartell,2018,https://doi.org/10.1109/TVCG.2017.2668405::http://doi.ieeecomputersociety.org/10.1109/TVCG.2017.2668405::https://www.wikidata.org/entity/Q47180817
journals/tvcg/WilliamsBM21,ARC: Alignment-based Redirection Controller for Redirected Walking in Complex Environments.,Niall L. Williams::Aniket Bera::Dinesh Manocha,2021,https://doi.org/10.1109/TVCG.2021.3067781
journals/tvcg/KwokZW12,Efficient Optimization of Common Base Domains for Cross Parameterization.,Tsz-Ho Kwok::Yunbo Zhang::Charlie C. L. Wang,2012,https://doi.org/10.1109/TVCG.2011.115::http://doi.ieeecomputersociety.org/10.1109/TVCG.2011.115::https://www.wikidata.org/entity/Q51555874
journals/tvcg/WangK14,Importance-Driven Accessory Lights Designfor Enhancing Local Shapes.,Lei Wang 0024::Arie E. Kaufman,2014,https://doi.org/10.1109/TVCG.2013.257::http://doi.ieeecomputersociety.org/10.1109/TVCG.2013.257::https://www.wikidata.org/entity/Q86105555
journals/tvcg/WillettACDJOI22,Perception! Immersion! Empowerment! Superpowers as Inspiration for Visualization.,Wesley Willett::Bon Adriel Aseniero::Sheelagh Carpendale::Pierre Dragicevic::Yvonne Jansen::Lora Oehlberg::Petra Isenberg,2022,https://doi.org/10.1109/TVCG.2021.3114844
journals/tvcg/HuangLM0M20,Exploring the Sensitivity of Choropleths under Attribute Uncertainty.,Zhaosong Huang::Yafeng Lu::Elizabeth A. Mack::Wei Chen 0001::Ross Maciejewski,2020,https://doi.org/10.1109/TVCG.2019.2892483::https://www.wikidata.org/entity/Q91035295
journals/tvcg/Perlin95,Real Time Responsive Animation with Personality.,Ken Perlin,1995,https://doi.org/10.1109/2945.468392::http://doi.ieeecomputersociety.org/10.1109/2945.468392
journals/tvcg/RoodakiNESN17,SonifEye: Sonification of Visual Information Using Physical Modeling Sound Synthesis.,Hessam Roodaki::Navid Navab::Abouzar Eslami::Christopher B. Stapleton::Nassir Navab,2017,https://doi.org/10.1109/TVCG.2017.2734327::http://doi.ieeecomputersociety.org/10.1109/TVCG.2017.2734327::https://www.wikidata.org/entity/Q38623966
journals/tvcg/CabralBLD11,Relighting Photographs of Tree Canopies.,Marcio Cabral::Nicolas Bonneel::Sylvain Lefebvre 0001::George Drettakis,2011,https://doi.org/10.1109/TVCG.2010.236::http://doi.ieeecomputersociety.org/10.1109/TVCG.2010.236::https://www.wikidata.org/entity/Q82266079
journals/tvcg/LindstromI06,Fast and Efficient Compression of Floating-Point Data.,Peter Lindstrom 0001::Martin Isenburg,2006,https://doi.org/10.1109/TVCG.2006.143::http://doi.ieeecomputersociety.org/10.1109/TVCG.2006.143::https://www.wikidata.org/entity/Q33262463
journals/tvcg/StahnkeDMT16,Probing Projections: Interaction Techniques for Interpreting Arrangements and Errors of Dimensionality Reductions.,Julian Stahnke::Marian Dörk::Boris Müller::Andreas Thom 0002,2016,https://doi.org/10.1109/TVCG.2015.2467717::http://doi.ieeecomputersociety.org/10.1109/TVCG.2015.2467717::https://www.wikidata.org/entity/Q40518559
journals/tvcg/HuCXKDH21,Shape-Driven Coordinate Ordering for Star Glyph Sets via Reinforcement Learning.,Ruizhen Hu::Bin Chen::Juzhan Xu::Oliver van Kaick::Oliver Deussen::Hui Huang 0004,2021,https://doi.org/10.1109/TVCG.2021.3052167
journals/tvcg/HansenFSSA21,"Augmented Reality for Subsurface Utility Engineering, Revisited.",Lasse H. Hansen::Philipp Fleck::Marco Stranner::Dieter Schmalstieg::Clemens Arth,2021,https://doi.org/10.1109/TVCG.2021.3106479
journals/tvcg/ReininghausKGKHH11,A Scale Space Based Persistence Measure for Critical Points in 2D Scalar Fields.,Jan Reininghaus::Natallia Kotava::David Günther::Jens Kasten::Hans Hagen::Ingrid Hotz,2011,https://doi.org/10.1109/TVCG.2011.159::http://doi.ieeecomputersociety.org/10.1109/TVCG.2011.159::https://www.wikidata.org/entity/Q52892118
journals/tvcg/KagamiH19,Animated Stickies: Fast Video Projection Mapping onto a Markerless Plane through a Direct Closed-Loop Alignment.,Shingo Kagami::Koichi Hashimoto,2019,https://doi.org/10.1109/TVCG.2019.2932248::https://www.wikidata.org/entity/Q93101339
journals/tvcg/StitzGPZS19,KnowledgePearls: Provenance-Based Visualization Retrieval.,Holger Stitz::Samuel Gratzl::Harald Piringer::Thomas Zichner::Marc Streit,2019,https://doi.org/10.1109/TVCG.2018.2865024::https://www.wikidata.org/entity/Q57168468
journals/tvcg/HuangT20,Door and Doorway Etiquette for Virtual Humans.,Wenjia Huang::Demetri Terzopoulos,2020,https://doi.org/10.1109/TVCG.2018.2874050::https://www.wikidata.org/entity/Q57186797
journals/tvcg/PezzottiHGLEV18,DeepEyes: Progressive Visual Analytics for Designing Deep Neural Networks.,Nicola Pezzotti::Thomas Höllt::Jan C. van Gemert::Boudewijn P. F. Lelieveldt::Elmar Eisemann::Anna Vilanova,2018,https://doi.org/10.1109/TVCG.2017.2744358::http://doi.ieeecomputersociety.org/10.1109/TVCG.2017.2744358::https://www.wikidata.org/entity/Q50230431
journals/tvcg/EvertsBRI09,Depth-Dependent Halos: Illustrative Rendering of Dense Line Data.,Maarten H. Everts::Henk Bekker::Jos B. T. M. Roerdink::Tobias Isenberg 0001,2009,https://doi.org/10.1109/TVCG.2009.138::http://doi.ieeecomputersociety.org/10.1109/TVCG.2009.138::https://www.wikidata.org/entity/Q33510886
journals/tvcg/ChenWWWGLL21,Interactive Graph Construction for Graph-Based Semi-Supervised Learning.,Changjian Chen::Zhaowei Wang::Jing Wu 0004::Xiting Wang::Lan-Zhe Guo::Yufeng Li 0008::Shixia Liu,2021,https://doi.org/10.1109/TVCG.2021.3084694
journals/tvcg/AignerMMST08,Visual Methods for Analyzing Time-Oriented Data.,Wolfgang Aigner::Silvia Miksch::Wolfgang Müller 0004::Heidrun Schumann::Christian Tominski,2008,https://doi.org/10.1109/TVCG.2007.70415::http://doi.ieeecomputersociety.org/10.1109/TVCG.2007.70415::https://www.wikidata.org/entity/Q31135866
journals/tvcg/EilemannSP20,Equalizer 2.0-Convergence of a Parallel Rendering Framework.,Stefan Eilemann::David Steiner 0003::Renato Pajarola,2020,https://doi.org/10.1109/TVCG.2018.2870822::https://www.wikidata.org/entity/Q91577983
journals/tvcg/Marino11,Context Preserving Maps of Tubular Structures.,Joseph Marino::Wei Zeng 0002::Xianfeng Gu::Arie E. Kaufman,2011,https://doi.org/10.1109/TVCG.2011.182::http://doi.ieeecomputersociety.org/10.1109/TVCG.2011.182::https://www.wikidata.org/entity/Q53194507
journals/tvcg/PavlovecC22,Rapid Labels: Point-Feature Labeling on GPU.,Vaclav Pavlovec::Ladislav Cmolík,2022,https://doi.org/10.1109/TVCG.2021.3114854
journals/tvcg/OagazSC22,Performance Improvement and Skill Transfer in Table Tennis Through Training in Virtual Reality.,Hawkar Oagaz::Breawn Schoun::Min-Hyung Choi,2022,https://doi.org/10.1109/TVCG.2021.3086403
journals/tvcg/QinMV98,Dynamic Catmull-Clark Subdivision Surfaces.,Hong Qin 0001::Chhandomay Mandal::Baba C. Vemuri,1998,https://doi.org/10.1109/2945.722296::http://doi.ieeecomputersociety.org/10.1109/2945.722296
journals/tvcg/HurterEFKT14,Bundled Visualization of DynamicGraph and Trail Data.,Christophe Hurter::Ozan Ersoy::Sara Irina Fabrikant::Tijmen R. Klein::Alexandru C. Telea,2014,https://doi.org/10.1109/TVCG.2013.246::http://doi.ieeecomputersociety.org/10.1109/TVCG.2013.246::https://www.wikidata.org/entity/Q30992828
journals/tvcg/Williams022,The Impacts of Referent Display on Gesture and Speech Elicitation.,Adam S. Williams::Francisco R. Ortega 0001,2022,https://doi.org/10.1109/TVCG.2022.3203090
journals/tvcg/DeRoseWB21,Attention Flows: Analyzing and Comparing Attention Mechanisms in Language Models.,Joseph F. DeRose::Jiayao Wang::Matthew Berger,2021,https://doi.org/10.1109/TVCG.2020.3028976::https://www.wikidata.org/entity/Q100537123
journals/tvcg/JohnJKJ20,The Security-Utility Trade-off for Iris Authentication and Eye Animation for Social Virtual Avatars.,Brendan John::Sophie Jörg::Sanjeev J. Koppal::Eakta Jain,2020,https://doi.org/10.1109/TVCG.2020.2973052::https://www.wikidata.org/entity/Q89765720
journals/tvcg/LewinerLT04,Applications of Forman's Discrete Morse Theory to Topology Visualization and Mesh Compression.,Thomas Lewiner::Hélio Lopes 0001::Geovan Tavares,2004,https://doi.org/10.1109/TVCG.2004.18::http://doi.ieeecomputersociety.org/10.1109/TVCG.2004.18::https://www.wikidata.org/entity/Q62492625
journals/tvcg/TominskiSAA12,Stacking-Based Visualization of Trajectory Attribute Data.,Christian Tominski::Heidrun Schumann::Gennady L. Andrienko::Natalia V. Andrienko,2012,https://doi.org/10.1109/TVCG.2012.265::http://doi.ieeecomputersociety.org/10.1109/TVCG.2012.265::https://www.wikidata.org/entity/Q35769517
